DATE;Temperature °C;Humidity %;WindDirection °;WindSpeed m/s;Pressure hPa;LowClouds %;MediumClouds %;HighClouds %;Fog %;WindGust m/s;DewPointTemperature °C;Cloudiness %;Precipitation mm;DirectSunPower kW/m²;DiffuseSunPower kW/m²;SunAltitude °;SunAzimuth °;DirectSunPowerVertical kW/m²
04-10-2020 12:00:00;"15,90";"86,70";"220,30";"3,20";"995,20";13;67;100;0;"5,30";"13,80";100;0;"0,09";"0,12";"29,35";"171,85";"0,17"
04-10-2020 13:00:00;"16,50";83;"235,10";3;"995,30";"0,10";"34,60";"99,90";0;"5,90";"13,80";"99,90";0;"0,17";"0,15";"29,27";"189,01";"0,31"
04-10-2020 14:00:00;"16,70";"75,50";"231,90";"2,60";"995,90";0;15;99;0;"5,10";"12,50";"99,10";0;"0,20";"0,14";"26,74";"205,71";"0,41"
04-10-2020 15:00:00;"16,30";"77,10";"192,40";2;"996,70";0;25;100;0;"4,70";"12,30";100;0;"0,13";"0,12";"22,07";"221,32";"0,32"
04-10-2020 16:00:00;"15,60";"84,60";"148,60";"1,90";"997,10";0;"8,60";100;0;"3,20";"13,20";100;0;"0,07";"0,08";"15,77";"235,65";"0,25"
04-10-2020 17:00:00;"15,40";"83,10";"142,10";"2,70";"997,70";"0,10";1;"99,40";0;"4,50";"12,60";"99,40";0;"0,03";"0,03";"8,34";"248,91";"0,19"
04-10-2020 18:00:00;"15,70";"82,30";"165,80";"2,70";"998,40";"19,40";0;"61,30";0;"4,70";"12,70";"68,70";0;0;0;"0,55";"261,48";"0,19"
04-10-2020 19:00:00;"14,60";"82,40";"201,70";"2,10";"998,70";"0,70";0;"68,40";0;"4,30";"11,70";"68,60";0;0;0;0;0;0
04-10-2020 20:00:00;"13,50";"78,40";"189,70";"2,10";"999,60";"1,60";0;"3,30";0;"3,90";"9,90";"4,90";0;0;0;0;0;0
04-10-2020 21:00:00;"12,70";"80,40";"178,10";"1,80";"1.000,60";"13,40";0;0;0;"3,20";"9,40";"13,40";0;0;0;0;0;0
04-10-2020 22:00:00;"12,80";"81,70";"192,50";"2,20";"1.001,40";46;1;0;0;"3,60";"9,80";"46,60";0;0;0;0;0;0
04-10-2020 23:00:00;"12,60";85;"201,40";"2,20";1.002;"36,70";"3,70";0;0;"3,70";"10,20";"38,30";0;0;0;0;0;0
05-10-2020 00:00:00;"11,30";"87,70";"180,70";"1,80";"1.002,70";"8,80";"0,20";0;0;"3,10";"9,40";"8,90";0;0;0;0;0;0
05-10-2020 01:00:00;11;"88,80";"185,10";"1,60";"1.003,10";"4,60";0;0;0;"2,90";"9,20";"4,50";0;0;0;0;0;0
05-10-2020 02:00:00;"11,10";"89,90";"169,10";"1,50";"1.003,70";1;0;0;0;"2,60";"9,50";1;0;0;0;0;0;0
05-10-2020 03:00:00;"10,60";"89,60";"173,20";"1,60";"1.004,20";0;0;"0,70";0;"2,80";9;"0,80";0;0;0;0;0;0
05-10-2020 04:00:00;"10,40";"87,60";"170,40";"1,60";"1.004,50";0;0;0;0;"2,70";"8,40";0;0;0;0;0;0;0
05-10-2020 05:00:00;"9,70";"83,30";"169,90";"1,60";1.005;"3,60";0;0;0;"2,80";7;"3,60";0;0;0;0;0;0
05-10-2020 06:00:00;"9,80";"83,20";"148,60";"1,90";"1.005,50";"2,10";0;0;0;"3,40";"7,10";2;0;0;0;0;0;0
05-10-2020 07:00:00;"9,90";"84,50";"144,40";"2,30";"1.005,70";0;0;0;0;"4,10";"7,40";"0,10";0;"0,01";"0,01";"0,80";"99,32";"0,39"
05-10-2020 08:00:00;"10,80";"85,50";"136,50";"2,70";1.006;0;0;"7,10";0;5;"8,40";"7,10";0;"0,08";"0,03";"8,57";"111,93";"0,53"
05-10-2020 09:00:00;"11,40";"79,80";"135,20";"3,50";"1.006,10";0;0;0;0;"6,40";8;0;0;"0,20";"0,06";"15,91";"125,24";"0,70"
05-10-2020 10:00:00;"12,50";"74,20";"138,30";"4,40";1.006;0;0;"68,20";0;"7,90";"8,10";"68,10";0;"0,21";"0,10";"22,10";"139,63";"0,52"
05-10-2020 11:00:00;"13,70";"75,60";139;"4,80";"1.005,80";0;0;"60,90";0;"8,60";"9,50";"60,90";0;"0,28";"0,11";"26,61";"155,28";"0,56"
05-10-2020 12:00:00;"15,20";"71,20";"130,30";"5,30";"1.005,40";0;"0,20";"73,50";0;"9,60";10;"73,60";0;"0,29";"0,11";"28,97";"171,97";"0,52"
05-10-2020 13:00:00;16;"64,70";"129,40";"5,10";"1.004,80";0;"1,40";"96,60";0;"9,90";"9,40";"96,80";0;"0,25";"0,13";"28,88";"189,05";"0,46"
05-10-2020 14:00:00;"16,20";"64,20";"112,70";"4,30";"1.004,50";0;"1,50";100;0;"9,10";"9,40";100;0;"0,23";"0,14";"26,35";"205,69";"0,47"
05-10-2020 15:00:00;"15,70";68;"100,80";"3,60";"1.003,90";0;24;"99,70";0;"7,50";"9,80";"99,70";0;"0,13";"0,12";"21,69";"221,24";"0,33"
05-10-2020 16:00:00;"15,70";74;"83,20";"2,70";"1.003,60";0;"30,20";100;0;6;"11,20";100;0;"0,05";"0,07";"15,39";"235,54";"0,19"
05-10-2020 17:00:00;"15,60";74;"80,20";"3,90";"1.003,20";0;"52,80";100;0;"7,20";11;100;0;"0,02";"0,02";"7,98";"248,77";"0,11"
05-10-2020 18:00:00;15;"78,90";"83,80";"4,50";1.003;"0,40";"76,40";100;0;"8,50";"11,40";100;0;0;0;"0,25";"261,33";"0,03"
05-10-2020 19:00:00;"14,90";86;"90,30";"5,20";"1.002,70";"79,10";"71,40";100;0;"9,60";"12,70";100;0;0;0;0;0;0
05-10-2020 20:00:00;"14,80";"87,50";"101,80";"5,20";"1.002,30";"97,40";"42,80";"78,70";0;"9,50";"12,90";"99,60";0;0;0;0;0;0
05-10-2020 21:00:00;"14,60";"88,70";"106,70";"4,30";"1.001,80";"71,60";"25,70";"52,90";0;"9,60";"12,80";"89,80";0;0;0;0;0;0
05-10-2020 22:00:00;"13,50";"91,80";"104,30";"2,70";"1.001,20";"61,20";"42,70";"99,30";0;"7,30";"12,30";"99,90";0;0;0;0;0;0
05-10-2020 23:00:00;"13,70";"92,40";"114,70";"2,90";"1.000,30";"86,60";"45,20";"99,70";0;"5,30";"12,60";100;0;0;0;0;0;0
06-10-2020 00:00:00;"14,20";"92,70";"117,40";"1,90";"999,70";"84,50";"51,10";"98,70";0;"5,30";"13,20";"99,90";0;0;0;0;0;0
06-10-2020 01:00:00;"14,20";"95,90";"144,20";"1,10";999;"91,90";"91,70";100;"0,20";"3,10";"13,60";100;0;0;0;0;0;0
06-10-2020 02:00:00;"13,50";"96,20";"152,10";1;"998,60";"92,40";"90,20";100;"0,30";"2,10";"13,10";100;0;0;0;0;0;0
06-10-2020 03:00:00;"12,50";"93,40";"246,90";"5,60";"998,40";"65,10";"98,90";"99,80";0;"9,40";"11,50";100;"0,60";0;0;0;0;0
06-10-2020 04:00:00;"11,60";"90,20";"234,90";"4,10";"998,20";47;"35,10";"98,90";0;"8,10";"10,10";"99,60";0;0;0;0;0;0
06-10-2020 05:00:00;"10,60";"92,70";"216,70";3;"998,10";"0,60";21;"97,70";0;"6,60";"9,50";"98,60";0;0;0;0;0;0
06-10-2020 06:00:00;"10,50";"93,10";"217,10";"2,90";"998,10";0;"0,60";99;0;"4,80";"9,40";"98,90";0;0;0;0;0;0
06-10-2020 07:00:00;"10,80";"93,50";213;3;"998,20";0;0;"95,20";0;"4,80";"9,80";"95,20";0;0;0;"0,56";"99,59";"0,10"
06-10-2020 08:00:00;"10,70";"92,40";"198,70";"2,60";"998,30";0;0;"95,80";0;"4,70";"9,50";"95,80";0;"0,03";"0,03";"8,29";"112,20";"0,20"
06-10-2020 09:00:00;"11,30";"89,50";"201,20";"3,50";"998,80";"14,50";0;"83,30";0;"5,90";"9,60";"86,40";0;"0,09";"0,09";"15,60";"125,49";"0,33"
06-10-2020 10:00:00;"12,20";"88,10";"194,40";"4,90";"998,50";"37,80";0;"64,80";0;"8,50";"10,40";"75,20";0;"0,19";"0,11";"21,77";"139,85";"0,47"
06-10-2020 11:00:00;"12,80";"81,70";"197,80";6;"998,30";74;0;52;0;"10,40";"9,80";"91,60";0;"0,23";"0,14";"26,26";"155,46";"0,46"
06-10-2020 12:00:00;"13,10";"79,10";"190,40";"5,70";"998,30";"68,40";0;"26,20";0;"11,40";"9,60";75;0;"0,28";"0,12";"28,60";"172,09";"0,51"
06-10-2020 13:00:00;"13,70";"78,40";"187,30";"5,30";"998,30";"97,60";"1,80";0;0;10;10;"97,60";0;"0,27";"0,12";"28,49";"189,10";"0,49"
06-10-2020 14:00:00;"13,20";81;189;"6,20";998;"99,60";"0,50";"18,20";0;11;"10,10";"99,70";0;"0,23";"0,14";"25,96";"205,66";"0,47"
06-10-2020 15:00:00;14;81;"192,60";"6,50";"997,70";100;48;"34,10";0;"11,50";"10,80";100;0;"0,09";"0,10";"21,31";"221,16";"0,23"
06-10-2020 16:00:00;"13,60";"85,80";"202,50";"5,40";"997,40";100;"99,80";"65,30";0;"10,60";"11,40";100;0;0;0;"15,02";"235,42";0
06-10-2020 17:00:00;13;"88,90";"207,90";"4,90";"997,50";100;100;"51,30";0;"9,20";"11,30";100;0;"0,01";"0,01";"7,62";"248,63";"0,05"
06-10-2020 18:00:00;"13,70";86;"205,30";"4,80";"997,80";"99,90";"99,90";"39,10";0;"9,10";"11,40";100;0;0;0;"-0,11";"261,18";0
06-10-2020 19:00:00;"13,60";"86,50";"205,60";"4,50";"997,90";"97,50";"82,80";"2,10";0;"8,80";"11,50";"99,10";0;0;0;0;0;0
06-10-2020 20:00:00;"12,80";"88,80";200;"3,80";"997,90";36;"21,60";"0,30";0;"7,60";"11,10";"49,80";0;0;0;0;0;0
06-10-2020 21:00:00;"12,20";"92,20";"177,60";2;"998,10";"42,70";"15,90";"0,10";0;"6,10";"11,10";"51,10";0;0;0;0;0;0
06-10-2020 22:00:00;"12,50";"91,80";173;"2,20";"998,20";"74,60";"3,70";"2,20";0;"4,50";"11,30";75;0;0;0;0;0;0
06-10-2020 23:00:00;"13,10";"88,20";"174,10";"2,40";"998,30";"98,60";"64,90";8;0;"4,10";"11,30";"98,90";0;0;0;0;0;0
07-10-2020 00:00:00;"13,20";91;"167,60";"2,80";"997,90";"89,20";93;"1,80";0;"4,70";"11,90";"97,90";0;0;0;0;0;0
07-10-2020 01:00:00;"13,10";"85,50";"178,30";"2,70";"998,40";"93,80";"85,40";0;0;"4,60";"10,80";"96,70";0;0;0;0;0;0
07-10-2020 02:00:00;13;"87,80";"170,60";"2,60";"998,40";"90,40";"51,30";0;0;"5,30";11;92;0;0;0;0;0;0
07-10-2020 03:00:00;"11,80";"85,80";"178,60";"2,40";"998,30";"97,60";"41,90";"4,60";0;"4,50";"9,50";"98,90";0;0;0;0;0;0
07-10-2020 04:00:00;12;"86,40";"166,20";"2,10";"998,30";"80,60";"53,10";"6,90";0;"4,30";"9,90";"88,30";0;0;0;0;0;0
07-10-2020 05:00:00;12;"87,50";"177,20";"2,70";"998,40";100;"66,40";"11,10";0;"4,70";"10,10";100;0;0;0;0;0;0
07-10-2020 06:00:00;"11,70";"86,30";"201,40";"4,10";"998,60";92;"35,70";14;0;"7,40";"9,50";"95,50";0;0;0;0;0;0
07-10-2020 07:00:00;"11,30";"87,80";"209,80";"4,30";999;"79,40";"0,10";"13,20";0;"7,60";"9,30";"81,50";0;0;0;"0,33";"99,87";"0,24"
07-10-2020 08:00:00;"11,30";"88,10";"202,10";"4,30";"999,70";89;2;"0,70";0;"7,10";"9,40";"89,40";0;"0,05";"0,03";8;"112,46";"0,33"
07-10-2020 09:00:00;"11,50";"87,70";"193,70";"4,50";"1.000,40";"95,40";"62,10";"2,20";0;"7,60";"9,60";"95,80";0;"0,05";"0,07";"15,30";"125,74";"0,17"
07-10-2020 10:00:00;12;"88,80";"201,80";"5,30";"1.000,80";"93,70";"1,40";"43,90";0;"8,90";"10,30";"99,20";0;"0,16";"0,11";"21,44";"140,08";"0,42"
07-10-2020 11:00:00;"12,90";"86,20";"215,30";"5,30";"1.001,20";"98,10";"21,30";"37,70";0;"9,50";"10,70";"99,10";0;"0,17";"0,15";"25,90";"155,64";"0,36"
07-10-2020 12:00:00;"13,30";"82,90";"225,20";"4,80";"1.001,90";"99,50";"72,90";"36,40";0;9;"10,50";"99,90";0;"0,08";"0,11";"28,22";"172,20";"0,14"
07-10-2020 13:00:00;"13,90";"79,40";"228,20";"3,90";"1.002,40";"99,80";15;"7,20";0;"8,20";"10,50";"99,90";0;"0,22";"0,14";"28,11";"189,14";"0,42"
07-10-2020 14:00:00;"14,30";"77,10";"214,70";"4,20";"1.002,90";"94,70";"20,60";"2,20";0;"7,50";"10,40";"95,60";0;"0,20";"0,14";"25,57";"205,64";"0,42"
07-10-2020 15:00:00;"15,40";"75,10";"216,20";"4,90";"1.003,20";"72,70";"38,50";"24,40";0;"8,60";"11,10";83;0;"0,12";"0,11";"20,93";"221,08";"0,32"
07-10-2020 16:00:00;"15,40";75;"227,80";"5,50";"1.003,80";"75,20";"23,90";"30,60";0;"9,60";11;85;0;"0,07";"0,07";"14,65";"235,30";"0,28"
07-10-2020 17:00:00;"14,90";"78,50";222;"4,60";"1.004,60";"83,90";"41,10";"38,30";0;"9,40";"11,30";94;0;"0,02";"0,03";"7,27";"248,49";"0,18"
07-10-2020 18:00:00;"14,10";"82,10";"221,20";"5,40";"1.004,80";"66,50";"77,40";"28,90";0;"8,90";"11,20";"92,60";0;0;0;"-0,66";"261,02";0
07-10-2020 19:00:00;"12,70";"88,90";"221,40";"2,70";"1.005,30";"47,40";46;37;0;"7,90";11;"78,60";0;0;0;0;0;0
07-10-2020 20:00:00;"12,30";"94,30";"236,30";"2,80";"1.005,80";"40,50";"34,50";"14,70";0;"4,50";"11,50";"67,10";0;0;0;0;0;0
07-10-2020 21:00:00;"12,30";"94,30";"231,20";3;"1.006,50";"62,20";"30,80";"1,40";0;5;"11,50";"74,70";0;0;0;0;0;0
07-10-2020 22:00:00;"12,10";"93,60";"231,70";"3,10";1.007;"59,90";"25,90";"6,70";0;"5,10";"11,20";"69,80";0;0;0;0;0;0
07-10-2020 23:00:00;"11,80";94;"237,40";"3,30";"1.007,40";"40,50";"8,70";"1,10";0;"5,50";"10,90";"44,80";0;0;0;0;0;0
08-10-2020 00:00:00;"11,30";"94,20";"240,60";"3,20";"1.007,90";"37,20";"6,70";"11,80";0;"5,50";"10,50";"48,60";0;0;0;0;0;0
08-10-2020 01:00:00;"11,30";93;"248,40";"3,50";"1.008,40";"66,90";1;0;0;"5,80";"10,30";"67,10";0;0;0;0;0;0
08-10-2020 02:00:00;"10,80";95;"239,90";"3,10";"1.008,90";"16,20";"2,30";0;"0,10";"5,60";"10,10";"17,90";0;0;0;0;0;0
08-10-2020 03:00:00;"10,90";"93,60";"244,30";"3,20";"1.009,60";30;"9,90";0;0;"5,10";10;"36,80";0;0;0;0;0;0
08-10-2020 04:00:00;"11,30";"92,90";"236,10";"3,50";"1.009,80";"44,80";3;0;0;"5,60";"10,20";"46,70";0;0;0;0;0;0
08-10-2020 05:00:00;"10,90";"94,90";"221,80";"3,20";"1.010,10";"72,40";"13,40";0;"0,10";"5,70";"10,10";"74,90";0;0;0;0;0;0
08-10-2020 06:00:00;"10,80";93;"216,10";"3,20";"1.010,20";"87,60";"27,90";0;0;"5,60";"9,70";"91,50";0;0;0;0;0;0
08-10-2020 07:00:00;11;"93,60";"218,50";"3,40";1.010;74;"27,40";"30,20";0;"5,80";10;"83,90";0;0;0;"0,09";"100,14";"0,16"
08-10-2020 08:00:00;"10,90";"94,40";"214,30";"3,50";"1.010,20";"92,60";"17,40";"47,90";0;"5,70";"10,10";"96,70";0;"0,03";"0,03";"7,72";"112,72";"0,19"
08-10-2020 09:00:00;"11,90";"91,60";"207,10";"3,90";"1.010,20";"90,30";"44,90";"96,70";0;"6,40";"10,70";"99,50";0;"0,03";"0,05";"14,99";"125,98";"0,10"
08-10-2020 10:00:00;"12,20";"92,30";"214,30";"4,90";"1.010,50";"84,40";"57,90";"99,10";0;9;11;"99,90";0;"0,05";"0,08";"21,11";"140,29";"0,14"
08-10-2020 11:00:00;"12,70";"88,20";"214,10";"6,30";"1.010,60";"90,30";"38,60";100;0;"10,70";"10,80";100;0;"0,11";"0,13";"25,55";"155,81";"0,23"
08-10-2020 12:00:00;"12,70";"86,10";"212,10";"6,10";"1.010,50";"90,30";"61,20";100;0;"10,80";"10,50";100;0;"0,08";"0,11";"27,85";"172,31";"0,15"
08-10-2020 13:00:00;"12,60";"86,20";"211,50";"5,80";"1.010,40";"99,70";"98,50";100;0;"10,90";"10,40";100;0;"0,02";"0,03";"27,72";"189,18";"0,03"
08-10-2020 14:00:00;"12,30";"85,90";208;"5,60";1.010;"80,40";96;100;0;"10,20";"10,10";"99,90";0;"0,02";"0,04";"25,19";"205,61";"0,04"
08-10-2020 15:00:00;"12,50";"85,80";"206,40";"5,50";"1.009,80";"86,40";"96,80";100;0;"9,50";"10,20";"99,90";0;"0,01";"0,01";"20,55";221;"0,01"
08-10-2020 16:00:00;"12,10";88;203;"5,40";"1.009,40";"83,20";100;100;0;"9,50";"10,20";100;"0,20";"0,01";"0,02";"14,28";"235,18";"0,04"
08-10-2020 17:00:00;"11,40";"92,80";"187,70";"3,80";"1.008,60";"94,60";100;"98,40";0;"9,20";"10,30";100;"0,50";0;0;"6,91";"248,34";"0,03"
08-10-2020 18:00:00;"11,60";"92,90";"167,40";"4,10";"1.007,70";100;100;"67,10";0;"7,20";"10,50";100;"0,90";0;0;"-1,10";"260,87";0
08-10-2020 19:00:00;"11,70";"92,60";"158,80";"5,40";"1.006,80";100;100;0;0;10;"10,60";100;"0,60";0;0;0;0;0
08-10-2020 20:00:00;"12,20";93;"168,80";"4,60";"1.005,60";100;"99,90";0;0;"10,50";"11,10";100;"0,20";0;0;0;0;0
08-10-2020 21:00:00;"11,90";"93,20";169;"3,70";1.005;100;100;0;0;"8,40";"10,90";100;"0,10";0;0;0;0;0
08-10-2020 22:00:00;"12,20";"95,70";"172,80";"2,90";"1.004,40";100;100;0;"0,20";"6,40";"11,70";100;1;0;0;0;0;0
08-10-2020 23:00:00;"12,50";"96,60";"205,80";"1,70";"1.004,10";100;"99,90";0;"0,30";"4,90";"12,10";100;"0,60";0;0;0;0;0
09-10-2020 00:00:00;"12,70";"97,20";"249,20";"1,60";"1.003,90";100;100;0;"0,60";"2,90";"12,40";100;"0,90";0;0;0;0;0
09-10-2020 01:00:00;13;98;"284,60";"5,40";1.004;100;"98,90";0;"1,20";"8,90";"12,80";100;"0,60";0;0;0;0;0
09-10-2020 02:00:00;"12,40";"94,80";"305,40";"6,40";"1.005,60";100;"77,40";0;0;"10,90";"11,70";100;0;0;0;0;0;0
09-10-2020 03:00:00;"12,20";"84,40";"303,10";"7,40";"1.007,20";"99,90";55;0;0;"13,90";"9,70";100;0;0;0;0;0;0
09-10-2020 04:00:00;"11,30";85;"297,90";"6,70";"1.007,90";"12,20";0;0;0;"12,50";"8,90";"12,20";0;0;0;0;0;0
09-10-2020 05:00:00;"10,40";"86,20";"289,80";"6,50";1.009;"3,70";0;0;0;"11,50";"8,20";"3,70";0;0;0;0;0;0
09-10-2020 06:00:00;"10,10";"80,90";"293,80";"6,20";"1.010,10";"3,80";0;0;0;"10,90";"6,90";"3,90";0;0;0;0;0;0
09-10-2020 07:00:00;"9,50";"80,40";"284,10";"5,20";"1.010,70";"0,30";0;0;0;"10,50";"6,30";"0,30";0;0;0;"-0,29";"100,41";0
09-10-2020 08:00:00;"9,40";"81,60";"281,60";"5,20";"1.011,70";"18,40";0;0;0;9;"6,40";"18,40";0;"0,07";"0,03";"7,43";"112,98";"0,51"
09-10-2020 09:00:00;"10,40";"82,60";"267,40";"4,60";"1.012,70";"35,70";0;0;0;"8,80";"7,50";"35,70";0;"0,14";"0,04";"14,69";"126,23";"0,52"
09-10-2020 10:00:00;11;"79,60";"267,30";5;"1.013,70";"8,10";0;"0,90";0;"8,70";"7,70";"8,80";0;"0,27";"0,07";"20,78";"140,51";"0,71"
09-10-2020 11:00:00;"11,70";74;"268,40";"5,40";"1.014,40";"30,50";0;"0,30";0;"9,70";"7,20";"30,70";0;"0,30";"0,10";"25,19";"155,98";"0,64"
09-10-2020 12:00:00;12;"65,10";"281,40";"5,80";"1.014,80";"52,20";0;"8,70";0;"10,10";"5,60";"56,60";0;"0,30";"0,10";"27,47";"172,42";"0,57"
09-10-2020 13:00:00;13;"64,40";"273,40";"5,10";"1.014,90";"42,40";"0,80";"66,20";0;"9,30";"6,40";"81,10";0;"0,25";"0,13";"27,34";"189,22";"0,48"
09-10-2020 14:00:00;"13,30";"62,20";"267,20";"4,50";1.015;"40,80";"0,10";"5,50";0;9;"6,20";"43,90";0;"0,28";"0,07";"24,80";"205,58";"0,60"
09-10-2020 15:00:00;"13,80";"61,10";"254,30";"4,10";"1.014,80";"39,20";"0,70";"0,30";0;"8,10";"6,40";"39,80";0;"0,23";"0,09";"20,17";"220,92";"0,64"
09-10-2020 16:00:00;14;"60,30";"233,60";"4,20";"1.014,40";19;0;"37,30";0;"7,40";"6,40";48;0;"0,11";"0,06";"13,92";"235,06";"0,44"
09-10-2020 17:00:00;"13,50";"64,30";"219,20";"4,80";"1.014,30";"16,40";"0,70";"0,30";0;"8,20";"6,90";"17,20";0;"0,06";"0,03";"6,56";"248,20";"0,52"
09-10-2020 18:00:00;"12,70";"69,60";"211,90";"3,60";1.014;"3,40";"0,40";"0,10";0;"8,20";"7,20";"3,80";0;0;0;"-1,51";"260,71";0
09-10-2020 19:00:00;"11,60";"75,30";"199,20";"2,70";"1.014,50";"46,50";"2,30";"18,70";0;"6,10";"7,30";"58,50";0;0;0;0;0;0
09-10-2020 20:00:00;"11,50";"79,60";194;"2,90";"1.014,10";"8,70";"6,60";78;0;"5,40";"8,10";"80,10";0;0;0;0;0;0
09-10-2020 21:00:00;12;"84,40";"206,30";"2,70";"1.013,70";78;"91,10";"15,70";0;"5,20";"9,50";"99,60";0;0;0;0;0;0
09-10-2020 22:00:00;"11,10";"94,30";"218,10";"2,70";"1.013,40";"81,30";"76,90";"8,10";0;"4,20";"10,30";"94,70";0;0;0;0;0;0
09-10-2020 23:00:00;"11,20";"92,50";"194,50";"2,80";1.013;"47,60";62;25;0;"5,10";"10,10";"74,90";0;0;0;0;0;0
10-10-2020 00:00:00;"10,70";"93,70";"199,40";"2,80";"1.012,30";"12,90";"8,10";"99,80";0;"4,90";"9,80";"99,90";0;0;0;0;0;0
10-10-2020 01:00:00;11;"92,90";196;"2,80";"1.011,90";"0,80";"27,90";100;0;"4,50";"9,90";100;0;0;0;0;0;0
10-10-2020 02:00:00;11;"87,70";"190,40";"3,10";"1.011,40";"1,30";"36,60";100;0;5;"9,10";100;0;0;0;0;0;0
10-10-2020 03:00:00;11;"85,40";"197,70";"3,10";"1.010,90";"64,30";"95,90";"99,70";0;"5,10";"8,70";100;0;0;0;0;0;0
10-10-2020 04:00:00;"11,20";"88,10";"196,90";3;"1.010,80";"53,60";"72,70";100;0;5;"9,30";100;0;0;0;0;0;0
10-10-2020 05:00:00;"10,70";"90,70";"194,80";"2,60";"1.010,30";13;"31,30";23;0;"4,90";"9,20";"55,40";0;0;0;0;0;0
10-10-2020 06:00:00;"10,20";"91,40";"181,10";"2,60";"1.010,10";70;"71,70";"90,30";0;"4,20";"8,90";"99,80";0;0;0;0;0;0
10-10-2020 07:00:00;11;"89,80";"192,30";"3,40";"1.009,50";"95,90";"98,90";30;0;"5,90";"9,40";100;0;0;0;"-0,69";"100,67";0
10-10-2020 08:00:00;"10,90";"93,60";"213,60";"4,70";"1.009,60";"99,90";100;"16,20";0;8;10;100;"0,50";"0,01";"0,01";"7,15";"113,24";"0,07"
10-10-2020 09:00:00;"9,20";"93,90";"258,10";"4,20";1.010;"99,90";"99,50";"0,30";0;"8,40";"8,30";100;"0,70";"0,02";"0,04";"14,38";"126,47";"0,09"
10-10-2020 10:00:00;"9,10";"92,30";271;"4,50";"1.010,90";"99,60";100;2;0;8;"7,90";100;"0,60";0;0;"20,45";"140,72";"0,01"
10-10-2020 11:00:00;"8,90";"87,50";"265,90";3;"1.011,20";80;"90,10";0;0;"7,50";7;"96,90";0;"0,03";"0,04";"24,84";"156,15";"0,06"
10-10-2020 12:00:00;"10,70";"85,40";"241,90";"3,20";"1.011,40";"69,20";"66,20";0;0;"5,90";"8,30";"91,40";0;"0,11";"0,13";"27,10";"172,53";"0,22"
10-10-2020 13:00:00;"11,40";"74,40";"240,40";"3,80";"1.011,50";"63,50";"88,40";9;0;7;7;"96,70";0;"0,05";"0,08";"26,95";"189,26";"0,10"
10-10-2020 14:00:00;"11,10";"76,70";"233,60";"4,50";"1.011,70";"90,80";"81,40";28;0;"7,80";"7,10";"99,70";0;"0,04";"0,06";"24,42";"205,55";"0,09"
10-10-2020 15:00:00;"12,30";"73,40";"225,70";"4,30";"1.011,50";"57,50";"2,50";"0,80";0;8;"7,70";"58,50";0;"0,19";"0,06";"19,80";"220,83";"0,53"
10-10-2020 16:00:00;"12,20";"76,60";"222,10";"4,70";"1.011,50";"55,60";"2,10";"0,10";0;"7,80";"8,20";"56,20";0;"0,11";"0,05";"13,55";"234,94";"0,47"
10-10-2020 17:00:00;"10,50";"75,90";"232,40";"5,40";"1.011,90";"82,70";"14,50";0;0;"9,40";"6,40";83;0;"0,03";"0,03";"6,21";"248,06";"0,32"
10-10-2020 18:00:00;"9,50";"84,10";"222,40";"4,30";"1.012,20";"62,20";"21,10";2;0;"8,50";7;"69,20";0;0;0;"-1,89";"260,56";0
10-10-2020 19:00:00;9;"85,90";"207,10";"3,20";"1.012,50";"31,10";"3,50";"11,20";0;"7,10";"6,70";"40,80";0;0;0;0;0;0
10-10-2020 20:00:00;"8,60";"87,60";"215,90";"3,40";"1.012,70";"73,50";0;"11,30";0;"5,70";"6,60";"78,80";0;0;0;0;0;0
10-10-2020 21:00:00;9;"87,90";"216,20";"3,30";1.013;"57,60";"0,50";0;0;"5,60";"7,10";"57,70";0;0;0;0;0;0
10-10-2020 22:00:00;"8,20";"89,20";210;"2,80";"1.012,70";"13,10";0;0;0;"5,30";"6,50";"13,10";0;0;0;0;0;0
10-10-2020 23:00:00;"7,40";88;"221,80";"3,30";"1.012,60";"43,60";0;0;0;"5,90";"5,50";"43,60";0;0;0;0;0;0
11-10-2020 00:00:00;7;"90,10";206;"2,50";"1.012,40";"24,90";0;0;0;"5,30";"5,40";25;0;0;0;0;0;0
11-10-2020 01:00:00;"6,40";93;"209,40";"2,50";"1.012,40";"10,60";0;"0,20";0;"4,30";"5,30";"10,90";0;0;0;0;0;0
11-10-2020 02:00:00;"6,90";"92,60";"207,80";"2,90";"1.012,30";"11,40";0;0;0;"5,10";"5,70";"11,40";0;0;0;0;0;0
11-10-2020 03:00:00;"6,50";"90,90";"209,20";"2,80";"1.012,80";"6,50";0;"1,70";0;"4,90";5;"8,10";0;0;0;0;0;0
11-10-2020 04:00:00;"6,40";"93,50";"196,50";"2,50";"1.012,60";"4,20";0;"0,70";0;"4,40";"5,40";"4,80";0;0;0;0;0;0
11-10-2020 05:00:00;"6,90";"94,30";"188,10";"2,40";"1.012,40";"23,80";"0,10";"1,10";0;"4,10";6;"24,70";0;0;0;0;0;0
11-10-2020 06:00:00;"7,60";"94,60";"203,30";"2,30";"1.012,60";"69,20";"0,30";"0,40";0;"3,90";"6,80";"69,50";0;0;0;0;0;0
11-10-2020 07:00:00;"6,90";"94,60";210;"2,40";"1.012,30";"71,60";0;0;"0,10";"4,20";"6,10";"71,70";0;0;0;"-1,04";"100,94";0
