DATE;Temperature °C;Humidity %;WindDirection °;WindSpeed m/s;Pressure hPa;LowClouds %;MediumClouds %;HighClouds %;Fog %;WindGust m/s;DewPointTemperature °C;Cloudiness %;Precipitation mm;DirectSunPower kW/m²;DiffuseSunPower kW/m²;SunAltitude °;SunAzimuth °;DirectSunPowerVertical kW/m²
20-02-2022 17:00:00;"2,70";"97,90";186;6;990;100;"99,70";0;"0,80";"15,20";"2,30";"99,90";"0,30";0;0;"-1,29";"252,94";0
20-02-2022 18:00:00;"3,20";"97,20";"193,60";"5,80";"988,50";100;"87,70";0;"0,20";"13,30";"2,70";100;0;0;0;0;0;0
20-02-2022 19:00:00;"4,20";"99,80";"209,10";"5,40";"987,20";100;"73,60";"35,10";94;"11,70";"4,10";"99,90";"0,20";0;0;0;0;0
20-02-2022 20:00:00;"5,70";100;"211,60";5;"985,80";100;99;"95,10";100;"10,80";"5,70";"99,90";"0,20";0;0;0;0;0
20-02-2022 21:00:00;"6,80";100;"208,50";"5,30";"983,70";100;100;100;"16,40";"10,80";"6,80";100;"1,20";0;0;0;0;0
20-02-2022 22:00:00;"7,30";"97,30";"208,70";"6,50";"981,80";100;100;100;"0,10";13;"6,90";100;"2,40";0;0;0;0;0
20-02-2022 23:00:00;"7,30";"96,60";"204,90";"6,90";"979,50";100;100;100;0;"13,80";"6,70";100;"1,60";0;0;0;0;0
21-02-2022 00:00:00;"7,30";97;"195,80";"7,10";"977,80";100;100;"94,40";0;"14,30";"6,80";100;"0,80";0;0;0;0;0
21-02-2022 01:00:00;"7,30";"96,50";"198,60";"7,60";"975,40";100;"97,80";"0,10";0;"15,30";"6,80";100;"0,40";0;0;0;0;0
21-02-2022 02:00:00;"7,90";"94,70";"211,90";"8,40";"973,40";100;"59,40";"39,60";0;"16,60";"7,10";100;"0,10";0;0;0;0;0
21-02-2022 03:00:00;"7,10";"86,70";"237,40";"9,60";"972,70";100;"77,30";"0,80";0;"18,80";5;100;"0,20";0;0;0;0;0
21-02-2022 04:00:00;"5,80";"87,70";250;"9,40";"972,30";100;"31,80";"66,10";0;"20,40";"3,80";100;"0,20";0;0;0;0;0
21-02-2022 05:00:00;"4,40";"93,10";"260,10";"8,50";"972,50";100;"97,50";"19,60";0;"17,70";"3,30";100;"0,10";0;0;0;0;0
21-02-2022 06:00:00;"4,40";"88,90";"250,90";"9,40";"972,80";"99,40";"46,10";"82,70";0;"18,50";"2,60";100;"0,30";0;0;0;0;0
21-02-2022 07:00:00;5;82;"260,70";"10,60";"973,60";100;"39,90";"36,30";0;21;"2,10";100;"0,20";0;0;"0,82";"109,60";"0,12"
21-02-2022 08:00:00;"4,20";"89,80";"264,50";"10,80";"975,40";100;"93,60";"93,90";0;"22,10";"2,60";100;1;0;"0,01";"8,08";"122,29";"0,03"
21-02-2022 09:00:00;"3,60";"92,70";"268,30";"10,80";"976,90";100;100;"89,10";"0,10";"21,80";"2,40";100;"1,60";"0,01";"0,02";"14,59";"135,76";"0,04"
21-02-2022 10:00:00;3;"92,10";"272,30";"11,10";"978,30";100;100;100;0;22;"1,70";100;"0,40";0;0;"19,66";"150,25";0
21-02-2022 11:00:00;"2,90";84;"265,40";"11,70";"979,60";"98,30";100;"96,80";0;"24,70";"0,30";100;"0,30";0;0;"22,83";"165,71";0
21-02-2022 12:00:00;"3,60";"78,50";"267,50";"10,80";"980,90";"91,10";100;"97,60";0;23;0;100;"0,30";0;0;"23,77";"181,74";0
21-02-2022 13:00:00;"3,30";"86,20";"265,20";"10,10";"982,10";"95,70";100;100;0;"21,50";"1,10";100;0;0;0;"22,36";"197,71";0
21-02-2022 14:00:00;"5,40";"75,30";"267,90";"9,90";983;"91,90";100;"41,20";0;"20,10";"1,20";100;0;0;0;"18,77";"212,99";0
21-02-2022 15:00:00;"4,80";"71,90";"273,60";9;"983,40";"99,90";"45,30";"38,80";0;"18,50";0;100;0;"0,04";"0,06";"13,37";"227,27";"0,19"
21-02-2022 16:00:00;"5,10";"72,70";"274,30";"9,20";"984,20";"98,50";26;"50,70";0;"18,20";"0,50";"99,30";0;"0,02";"0,02";"6,64";"240,58";"0,17"
21-02-2022 17:00:00;"4,80";"79,90";"278,60";"8,70";"985,20";100;"48,80";"54,30";0;"18,60";"1,50";"99,90";0;0;0;"-0,95";"253,16";0
21-02-2022 18:00:00;5;"82,60";"282,80";"7,80";987;"99,70";"27,80";"82,30";0;"18,40";"2,20";100;0;0;0;0;0;0
21-02-2022 19:00:00;"4,60";"84,60";"293,90";"7,40";988;"82,40";"28,20";"83,70";0;"15,50";"2,10";"97,70";0;0;0;0;0;0
21-02-2022 20:00:00;"3,20";"69,50";"316,20";"7,20";"989,90";"20,70";"10,70";"66,50";0;"14,90";"-2,10";"79,20";0;0;0;0;0;0
21-02-2022 21:00:00;"2,60";"71,40";"317,10";"6,90";"991,40";16;0;"0,90";0;"14,30";"-2,30";"16,70";0;0;0;0;0;0
21-02-2022 22:00:00;"2,70";"72,90";"316,20";7;"992,80";"40,80";0;0;0;"14,10";"-1,90";"40,80";0;0;0;0;0;0
21-02-2022 23:00:00;"2,50";"74,80";"317,20";"5,90";"995,10";"38,70";0;0;0;"12,70";"-1,70";"38,70";0;0;0;0;0;0
22-02-2022 00:00:00;"2,30";"73,40";318;"5,50";"996,60";"23,60";0;0;0;"11,90";"-2,20";"23,60";0;0;0;0;0;0
22-02-2022 01:00:00;"1,70";"72,50";"319,50";"5,40";"997,80";"10,30";0;0;0;"11,30";"-2,90";"10,30";0;0;0;0;0;0
22-02-2022 02:00:00;"1,10";"73,30";"319,80";"4,80";"999,20";1;0;0;0;"10,90";"-3,40";1;0;0;0;0;0;0
22-02-2022 03:00:00;"1,30";"77,30";"312,90";"4,40";"1.000,10";8;"0,20";0;0;10;"-2,40";"8,20";0;0;0;0;0;0
22-02-2022 04:00:00;1;"76,20";"311,10";"3,70";"1.001,10";"0,50";"0,10";0;0;"8,70";-3;"0,60";0;0;0;0;0;0
22-02-2022 05:00:00;"0,50";"78,70";"303,90";"3,30";"1.003,10";0;"0,80";0;0;"6,70";-3;"0,80";0;0;0;0;0;0
22-02-2022 06:00:00;"0,30";"79,30";"306,10";"3,20";"1.004,40";0;"8,20";0;0;7;"-3,10";"8,30";0;0;0;0;0;0
22-02-2022 07:00:00;"0,10";"78,40";"299,40";"2,80";"1.005,20";1;"2,40";0;0;"6,60";"-3,50";"3,40";0;"0,01";"0,01";"1,10";"109,43";"0,38"
22-02-2022 08:00:00;"-0,20";"79,80";"288,30";"2,70";"1.006,30";"1,30";0;0;0;"6,40";"-3,50";"1,30";0;"0,08";"0,03";"8,41";"122,14";"0,55"
22-02-2022 09:00:00;"1,10";"74,90";"295,10";"2,90";"1.007,20";"0,70";0;0;0;6;"-3,10";"0,80";0;"0,16";"0,04";"14,93";"135,64";"0,61"
22-02-2022 10:00:00;"2,20";"65,60";"310,20";"3,50";"1.007,60";"0,30";0;0;0;"7,70";"-3,90";"0,30";0;"0,27";"0,07";"20,02";"150,18";"0,73"
22-02-2022 11:00:00;"3,10";"62,80";"306,30";"3,80";"1.008,30";"9,10";0;"0,20";0;"8,30";"-3,60";"9,30";0;"0,30";"0,06";"23,19";"165,69";"0,69"
22-02-2022 12:00:00;"3,80";62;"298,60";"3,70";"1.008,70";2;0;"62,10";0;"8,40";-3;"62,80";0;"0,24";"0,09";"24,13";"181,78";"0,53"
22-02-2022 13:00:00;"4,30";63;"281,90";3;"1.008,40";"3,70";0;100;0;"8,30";"-2,40";100;0;"0,18";"0,11";"22,71";"197,81";"0,42"
22-02-2022 14:00:00;"4,60";"61,40";"259,10";"2,90";"1.008,30";"26,90";0;100;0;"7,10";"-2,40";100;0;"0,08";"0,09";"19,11";"213,14";"0,25"
22-02-2022 15:00:00;"5,40";"67,80";248;"3,90";"1.007,20";62;"4,70";100;0;"8,10";"-0,30";100;0;"0,04";"0,06";"13,69";"227,46";"0,17"
22-02-2022 16:00:00;5;"69,90";"238,20";"3,10";"1.006,40";"16,40";"90,70";100;0;"8,20";"-0,20";100;0;"0,01";"0,01";"6,93";"240,79";"0,05"
22-02-2022 17:00:00;"4,90";"75,80";"226,20";"3,30";1.006;"19,80";"32,30";100;0;8;"0,80";100;0;0;0;"-0,58";"253,39";0
22-02-2022 18:00:00;"4,40";"81,20";208;"3,40";"1.005,10";"21,20";"98,50";"98,30";0;"7,20";"1,40";100;"0,10";0;0;0;0;0
22-02-2022 19:00:00;"4,50";"83,30";"198,80";"3,80";"1.004,40";"99,90";"99,60";"50,60";0;"7,80";"1,80";100;"0,20";0;0;0;0;0
22-02-2022 20:00:00;"3,80";"92,90";181;"4,50";"1.003,20";100;100;"99,20";0;"9,50";"2,60";100;"0,80";0;0;0;0;0
22-02-2022 21:00:00;"3,80";"93,60";"183,90";"5,60";"1.001,90";100;100;"98,10";0;"11,40";"2,80";100;"1,20";0;0;0;0;0
22-02-2022 22:00:00;"3,70";"95,50";"196,60";"5,50";"1.000,80";100;100;"99,70";0;"11,70";3;100;"1,20";0;0;0;0;0
22-02-2022 23:00:00;"4,10";"97,10";216;4;"1.000,30";100;100;"33,50";"0,10";"11,70";"3,60";100;"0,60";0;0;0;0;0
23-02-2022 00:00:00;"5,10";90;"300,20";"7,60";1.001;"97,30";"99,50";0;0;16;"3,50";100;0;0;0;0;0;0
23-02-2022 01:00:00;"4,50";"79,70";"291,40";"9,30";"1.002,20";"66,10";"29,10";"15,50";0;"18,90";"1,10";"83,80";0;0;0;0;0;0
23-02-2022 02:00:00;"4,40";"79,40";"284,20";9;"1.002,90";"86,90";0;"1,10";0;"18,90";1;"87,30";0;0;0;0;0;0
23-02-2022 03:00:00;"4,20";"81,30";284;"9,20";"1.003,90";"99,30";0;0;0;19;"1,20";"99,30";0;0;0;0;0;0
23-02-2022 04:00:00;"4,40";"84,20";"286,80";"8,90";"1.004,90";"97,70";"25,50";"0,30";0;"18,20";"1,90";"98,70";0;0;0;0;0;0
23-02-2022 05:00:00;"4,80";"83,50";288;"9,30";"1.006,20";91;"55,50";7;0;"18,90";"2,10";"95,20";0;0;0;0;0;0
23-02-2022 06:00:00;4;"81,50";"291,40";"8,70";"1.008,20";"45,60";"9,10";"0,40";0;"17,70";1;"52,20";0;0;0;0;0;0
23-02-2022 07:00:00;"4,40";"84,90";"286,10";"7,40";"1.009,50";"66,50";0;0;0;"17,50";2;"66,50";0;"0,01";"0,01";"1,39";"109,26";"0,29"
23-02-2022 08:00:00;"4,10";"84,70";"285,10";"7,20";"1.011,20";"81,90";"0,10";0;0;"14,80";"1,60";"81,90";0;"0,05";"0,04";"8,74";"121,99";"0,36"
23-02-2022 09:00:00;"4,50";"84,80";"283,30";"6,60";"1.012,50";"25,10";0;0;0;"15,60";2;"25,10";0;"0,17";"0,07";"15,28";"135,52";"0,64"
23-02-2022 10:00:00;"5,10";"80,60";283;"6,80";"1.013,80";"28,60";0;0;0;"14,20";"1,90";"28,60";0;"0,25";"0,08";"20,38";"150,10";"0,67"
23-02-2022 11:00:00;"6,10";"74,50";"283,70";"6,90";"1.014,70";24;0;0;0;"14,60";"1,70";24;0;"0,29";"0,06";"23,56";"165,67";"0,66"
23-02-2022 12:00:00;"6,70";71;"280,50";"6,80";"1.015,70";"29,90";0;0;0;"14,50";"1,70";"29,90";0;"0,29";"0,06";"24,49";"181,83";"0,64"
23-02-2022 13:00:00;7;"72,40";"277,20";"6,50";"1.016,40";"25,50";0;0;0;"14,30";"2,30";"25,50";0;"0,28";"0,07";"23,06";"197,91";"0,66"
23-02-2022 14:00:00;"7,70";73;"268,70";"5,20";"1.016,40";"37,10";"3,10";"9,40";0;"13,50";3;"43,30";0;"0,19";"0,06";"19,44";"213,30";"0,54"
23-02-2022 15:00:00;"7,80";"72,10";"255,90";5;"1.016,20";"59,30";0;"1,90";0;"10,40";3;"60,30";0;"0,12";"0,05";14;"227,65";"0,46"
23-02-2022 16:00:00;"7,70";"73,90";"244,30";"4,70";"1.016,10";"79,10";0;0;0;"10,40";"3,20";"79,20";0;"0,05";"0,03";"7,23";241;"0,36"
23-02-2022 17:00:00;"7,30";"77,60";"227,40";5;"1.015,70";"55,30";0;"17,70";0;"10,80";"3,60";"64,60";0;0;0;"-0,13";"253,62";0
23-02-2022 18:00:00;"6,50";"87,10";"214,90";"4,80";"1.015,40";"55,50";0;"88,10";0;"9,90";"4,40";"93,80";0;0;0;0;0;0
23-02-2022 19:00:00;"6,50";"83,50";"227,50";"5,40";"1.015,30";93;0;"96,80";0;"10,90";"3,80";"99,50";0;0;0;0;0;0
23-02-2022 20:00:00;"6,60";"75,70";"237,30";"6,40";1.015;"98,10";0;"99,50";0;14;"2,50";100;0;0;0;0;0;0
23-02-2022 21:00:00;"6,10";"80,40";"217,50";"5,80";"1.014,30";"74,60";0;"96,90";0;"13,40";"2,80";"99,30";0;0;0;0;0;0
23-02-2022 22:00:00;"5,90";"80,40";214;6;"1.013,40";14;0;"90,30";0;12;"2,70";91;0;0;0;0;0;0
23-02-2022 23:00:00;"5,80";"82,50";"211,80";6;"1.012,70";"31,80";0;"4,10";0;12;3;"33,80";0;0;0;0;0;0
24-02-2022 00:00:00;"5,80";"79,60";"216,30";"6,30";"1.012,50";"81,30";0;0;0;"12,90";"2,40";"81,30";0;0;0;0;0;0
24-02-2022 01:00:00;"6,40";"76,60";"210,90";7;"1.011,20";96;0;0;0;"14,10";"2,50";96;0;0;0;0;0;0
24-02-2022 02:00:00;"5,80";"75,50";"211,50";"6,70";"1.010,10";"99,10";0;0;0;"15,40";"1,70";"99,10";0;0;0;0;0;0
24-02-2022 03:00:00;"5,80";"78,60";"209,40";"5,90";"1.009,20";"99,90";0;0;0;"13,50";"2,30";100;0;0;0;0;0;0
24-02-2022 04:00:00;6;"82,90";"202,10";"5,90";"1.008,40";"99,80";2;0;0;"11,90";"3,20";"99,70";0;0;0;0;0;0
24-02-2022 05:00:00;"6,10";"82,40";"200,80";"6,10";"1.008,20";100;"0,10";"1,60";0;"12,20";"3,20";100;0;0;0;0;0;0
24-02-2022 06:00:00;"5,80";"85,60";"203,20";"5,90";"1.007,50";"87,70";"0,10";"98,10";0;"12,40";"3,50";"99,80";0;0;0;0;0;0
24-02-2022 07:00:00;"6,10";"85,80";"203,40";"5,80";"1.006,90";"99,40";"2,10";"97,80";0;"11,80";"3,80";100;0;0;0;"1,69";"109,09";"0,06"
24-02-2022 08:00:00;"5,90";"85,80";"203,80";"6,30";"1.006,20";100;48;"99,10";0;"12,60";"3,60";100;0;"0,01";"0,01";"9,08";"121,84";"0,07"
24-02-2022 09:00:00;"5,70";"86,90";"202,80";"6,20";"1.006,10";100;"65,50";"99,30";0;"13,10";"3,60";100;0;"0,02";"0,03";"15,63";"135,40";"0,06"
24-02-2022 10:00:00;"5,60";"91,60";"205,30";"6,40";"1.005,40";100;"86,80";100;0;"13,30";"4,20";"99,80";0;"0,02";"0,03";"20,74";"150,02";"0,04"
24-02-2022 11:00:00;"6,90";"89,40";208;"6,30";"1.004,60";100;"61,50";100;0;"12,80";"5,30";100;0;"0,05";"0,07";"23,93";"165,65";"0,11"
24-02-2022 12:00:00;"7,20";"84,20";"205,60";"5,70";"1.004,20";100;"3,90";100;0;"12,20";"4,60";100;0;"0,13";"0,12";"24,86";"181,88";"0,28"
24-02-2022 13:00:00;"7,30";"86,50";"200,30";"5,50";1.003;100;4;100;0;"11,80";"5,20";"99,90";0;"0,12";"0,11";"23,42";"198,02";"0,28"
24-02-2022 14:00:00;"7,50";"88,70";"196,50";"5,40";"1.001,60";100;"4,50";"58,20";0;"11,50";"5,70";100;0;"0,10";"0,09";"19,78";"213,46";"0,27"
24-02-2022 15:00:00;"7,50";"87,30";"195,30";"5,20";"1.000,20";100;"0,20";"4,20";0;"10,70";"5,50";100;0;"0,09";"0,06";"14,32";"227,85";"0,36"
24-02-2022 16:00:00;"7,20";87;"196,40";"5,40";"999,20";100;"28,80";0;0;"11,10";"5,10";100;0;"0,03";"0,03";"7,53";"241,22";"0,24"
24-02-2022 17:00:00;"7,20";"86,90";"189,20";"5,50";"997,90";100;"98,90";0;0;"11,10";"5,10";100;"0,20";0;0;"0,18";"253,85";"0,05"
24-02-2022 18:00:00;"6,60";"90,60";"184,90";"5,50";"997,50";"92,30";"98,10";"3,10";0;"11,20";"5,10";"99,50";"0,30";0;0;0;0;0
24-02-2022 19:00:00;"6,10";"93,10";"183,80";"5,80";"996,20";"97,40";100;"86,90";0;"11,90";5;100;"0,60";0;0;0;0;0
24-02-2022 20:00:00;"6,30";95;"190,50";"6,90";"995,10";100;100;"99,50";0;"13,90";"5,50";100;2;0;0;0;0;0
24-02-2022 21:00:00;"2,80";"95,40";"333,70";"5,90";"995,50";100;100;100;"0,20";"14,60";2;100;"0,80";0;0;0;0;0
24-02-2022 22:00:00;"3,30";"96,60";"312,20";"5,50";"996,70";100;"99,40";100;"1,30";"12,60";"2,70";100;"0,30";0;0;0;0;0
24-02-2022 23:00:00;"2,60";"96,20";291;"6,20";"998,40";100;100;"79,20";"0,10";"12,50";2;100;"0,20";0;0;0;0;0
25-02-2022 00:00:00;"1,90";"96,30";"268,50";"4,50";"999,30";"99,50";"99,40";"97,40";"0,20";"12,60";"1,30";100;"0,30";0;0;0;0;0
25-02-2022 01:00:00;"2,50";91;"276,20";"7,30";"1.000,20";"93,70";"44,30";"69,60";0;15;1;"98,20";0;0;0;0;0;0
25-02-2022 02:00:00;"2,20";"86,50";"268,70";"6,50";"1.001,10";"82,50";"38,30";"27,50";0;"14,80";0;"90,50";0;0;0;0;0;0
25-02-2022 03:00:00;"2,20";"86,80";"260,90";"6,10";"1.001,90";"22,70";"21,70";"1,90";0;"12,90";"0,10";"40,60";0;0;0;0;0;0
25-02-2022 04:00:00;"1,50";"87,90";"253,60";"5,80";"1.002,60";"47,80";"31,80";0;0;"12,30";"-0,50";"53,70";0;0;0;0;0;0
25-02-2022 05:00:00;"1,20";"97,70";"248,50";"2,60";"1.003,20";91;"79,40";"28,40";"2,70";"12,30";"0,70";"94,80";"0,20";0;0;0;0;0
25-02-2022 06:00:00;"1,90";90;"245,50";"6,30";"1.003,40";"27,50";"13,10";"6,70";0;"12,50";"0,30";"40,40";0;0;0;0;0;0
25-02-2022 07:00:00;2;"93,70";"242,30";"5,70";1.004;"78,40";"41,70";"30,60";0;"13,20";"0,90";"87,40";0;0;"0,01";2;"108,92";"0,14"
25-02-2022 08:00:00;"3,10";"87,70";"239,80";"6,80";"1.004,30";65;81;"54,10";0;"13,40";"1,10";"93,10";0;"0,02";"0,02";"9,42";"121,69";"0,10"
25-02-2022 09:00:00;"3,10";"83,30";239;"7,10";"1.004,60";87;"96,40";"99,90";0;"14,50";"0,40";100;0;0;0;"15,99";"135,29";0
25-02-2022 10:00:00;"3,30";"84,10";"234,40";"7,20";1.005;"81,90";"79,10";"96,90";0;"14,50";"0,70";100;0;"0,03";"0,05";"21,11";"149,95";"0,07"
25-02-2022 11:00:00;"3,50";"89,10";232;"5,10";"1.005,70";"99,90";"48,20";"70,50";0;"12,40";"1,80";100;0;"0,08";"0,10";"24,30";"165,64";"0,18"
25-02-2022 12:00:00;"4,40";"84,40";"240,60";"5,20";"1.006,30";"99,90";"8,10";"68,10";0;"11,40";"1,80";100;0;"0,17";"0,15";"25,23";"181,93";"0,37"
25-02-2022 13:00:00;"4,60";"82,20";"256,70";"4,80";"1.006,90";"98,90";"1,60";"38,90";0;"10,70";"1,70";"99,50";0;"0,18";"0,11";"23,78";"198,14";"0,41"
25-02-2022 14:00:00;4;"87,60";"255,70";"4,30";"1.008,10";"62,20";"3,30";30;0;"10,50";2;"71,10";0;"0,18";"0,11";"20,12";"213,62";"0,50"
25-02-2022 15:00:00;"6,10";"74,40";"265,30";"4,50";"1.008,60";"60,70";"1,90";17;0;"10,30";"1,80";"70,60";0;"0,11";"0,06";"14,64";"228,04";"0,41"
25-02-2022 16:00:00;"5,90";"76,80";"257,10";"4,50";"1.009,20";"76,50";0;1;0;"9,50";2;"76,60";0;"0,05";"0,04";"7,83";"241,44";"0,37"
25-02-2022 17:00:00;"5,70";"80,30";264;"3,80";"1.010,50";"97,70";0;0;0;"9,10";"2,50";"97,70";0;0;0;"0,42";"254,09";"0,24"
25-02-2022 18:00:00;"5,60";"80,20";"263,50";"3,70";"1.011,90";100;"2,10";"10,70";0;"7,50";"2,40";100;0;0;0;0;0;0
25-02-2022 19:00:00;"4,70";"86,70";"256,70";"3,40";"1.012,70";"50,50";"1,50";"0,10";0;"7,60";"2,60";"50,50";0;0;0;0;0;0
25-02-2022 20:00:00;"4,30";"87,80";"278,40";"2,80";"1.014,20";"90,60";0;0;0;"6,80";"2,40";"90,60";0;0;0;0;0;0
25-02-2022 21:00:00;"4,50";"87,80";"290,10";"3,30";"1.015,50";"36,60";0;0;0;"6,60";"2,60";"36,70";0;0;0;0;0;0
25-02-2022 22:00:00;"3,50";"91,90";"298,70";"2,90";"1.016,90";"0,20";0;0;0;"6,90";"2,20";"0,20";0;0;0;0;0;0
25-02-2022 23:00:00;"3,10";"95,60";"301,40";"2,30";"1.018,50";"0,20";0;0;0;5;"2,40";"0,30";0;0;0;0;0;0
26-02-2022 00:00:00;"2,20";"93,70";"315,60";"2,30";"1.019,60";0;0;0;0;"4,60";"1,10";0;0;0;0;0;0;0
26-02-2022 01:00:00;"2,60";"93,10";"313,70";"2,60";"1.021,10";0;0;0;0;"5,20";"1,50";0;0;0;0;0;0;0
26-02-2022 02:00:00;"2,60";"93,90";"329,30";"2,80";"1.022,50";0;0;0;0;"5,60";"1,60";0;0;0;0;0;0;0
26-02-2022 03:00:00;"1,90";"88,10";"343,70";"3,30";"1.023,90";0;0;0;0;"6,90";0;0;0;0;0;0;0;0
26-02-2022 04:00:00;"1,20";"86,80";"344,20";"2,50";1.025;0;0;0;0;"6,60";"-0,90";0;0;0;0;0;0;0
26-02-2022 05:00:00;"0,50";"87,30";"348,50";"2,20";"1.026,70";0;0;0;0;"5,10";"-1,50";0;0;0;0;0;0;0
26-02-2022 06:00:00;0;"88,80";"332,10";"1,60";1.028;0;0;0;0;"4,20";"-1,80";0;0;0;0;0;0;0
26-02-2022 07:00:00;"-0,30";89;"340,10";"1,40";"1.029,30";0;0;0;0;"3,20";-2;0;0;"0,02";"0,02";"2,31";"108,75";"0,39"
26-02-2022 08:00:00;"-0,10";"86,40";"344,80";"1,70";"1.030,60";"1,10";0;0;0;"3,30";"-2,30";"1,10";0;"0,10";"0,03";"9,76";"121,54";"0,55"
26-02-2022 09:00:00;1;"78,10";"353,30";"1,80";"1.031,90";0;0;0;0;4;"-2,60";0;0;"0,21";"0,05";"16,34";"135,17";"0,70"
26-02-2022 10:00:00;2;"69,30";"10,40";"1,50";"1.032,90";0;0;0;0;"4,20";"-3,20";0;0;"0,28";"0,07";"21,47";"149,88";"0,72"
26-02-2022 11:00:00;"3,60";"59,90";"47,60";"1,20";"1.033,30";0;0;0;0;"3,60";"-3,70";0;0;"0,32";"0,05";"24,68";"165,62";"0,71"
26-02-2022 12:00:00;"4,80";57;"24,50";"0,90";"1.033,90";0;0;0;0;"3,50";"-3,30";0;0;"0,33";"0,09";"25,60";"181,98";"0,70"
26-02-2022 13:00:00;"6,40";"54,10";"60,30";"0,70";"1.034,30";0;0;0;0;"3,10";"-2,40";0;0;"0,32";"0,05";"24,14";"198,25";"0,71"
26-02-2022 14:00:00;"6,50";"58,10";"102,40";"1,60";"1.034,60";0;0;0;0;"4,40";"-1,30";0;0;"0,27";"0,07";"20,46";"213,79";"0,73"
26-02-2022 15:00:00;"6,60";59;"100,40";"1,40";"1.034,50";0;0;0;0;"3,80";-1;0;0;"0,16";"0,04";"14,96";"228,25";"0,61"
26-02-2022 16:00:00;"6,40";59;"97,90";"1,60";"1.035,10";0;0;0;0;"4,10";"-1,20";0;0;"0,08";"0,03";"8,13";"241,66";"0,56"
26-02-2022 17:00:00;"5,50";"61,70";"117,20";"0,90";"1.035,60";0;0;0;0;"3,60";"-1,50";0;0;0;"0,01";"0,67";"254,33";"0,39"
26-02-2022 18:00:00;"3,30";"71,30";"64,20";"0,40";"1.035,90";0;0;0;0;"1,50";"-1,60";0;0;0;0;0;0;0
26-02-2022 19:00:00;"2,70";"76,70";"163,50";"0,30";"1.036,40";0;0;0;0;"0,80";"-1,20";0;0;0;0;0;0;0
26-02-2022 20:00:00;2;"75,40";"245,30";"0,90";"1.036,70";"0,10";0;0;0;"1,50";"-2,10";"0,10";0;0;0;0;0;0
26-02-2022 21:00:00;"1,30";"81,60";"197,10";"0,70";"1.037,30";0;0;0;0;"1,70";"-1,70";0;0;0;0;0;0;0
26-02-2022 22:00:00;"0,90";"89,30";"131,60";"1,90";"1.037,60";0;0;0;0;"3,50";"-0,80";0;0;0;0;0;0;0
26-02-2022 23:00:00;"0,50";"94,80";141;"1,80";"1.037,90";0;0;0;0;"3,30";"-0,40";0;0;0;0;0;0;0
27-02-2022 00:00:00;"0,60";"94,60";"161,40";2;"1.038,20";"0,10";0;0;0;"3,80";"-0,30";0;0;0;0;0;0;0
27-02-2022 01:00:00;"0,50";"94,70";"164,40";2;"1.038,40";"0,50";0;0;0;"4,30";"-0,40";"0,50";0;0;0;0;0;0
27-02-2022 02:00:00;"-0,20";"93,80";163;"1,70";"1.038,30";"0,20";0;0;0;"4,20";"-1,20";"0,20";0;0;0;0;0;0
27-02-2022 03:00:00;"-0,50";"93,70";"172,80";"1,20";"1.038,30";"5,90";0;0;0;3;"-1,60";"5,90";0;0;0;0;0;0
27-02-2022 04:00:00;"-0,80";"94,50";"157,80";"1,20";"1.038,50";"18,40";0;0;0;"2,20";"-1,80";"18,60";0;0;0;0;0;0
27-02-2022 05:00:00;"-0,60";"93,60";"158,40";"1,70";"1.038,30";"25,10";0;0;0;"3,10";"-1,70";"27,10";0;0;0;0;0;0
27-02-2022 06:00:00;"-1,40";"93,40";"163,60";"1,70";"1.038,50";"13,80";0;0;0;"3,40";"-2,50";"13,90";0;0;0;"-5,81";"96,22";0
27-02-2022 07:00:00;"-1,90";"92,20";"163,80";"1,70";"1.038,70";"18,10";0;0;0;"3,10";"-3,20";"18,10";0;"0,02";"0,02";"2,63";"108,59";"0,36"
27-02-2022 08:00:00;"-1,10";"91,20";"160,80";"1,60";"1.038,80";"38,90";0;0;0;3;"-2,60";"38,90";0;"0,09";"0,06";"10,11";"121,40";"0,52"
27-02-2022 09:00:00;"0,90";"82,90";"166,10";"2,50";"1.039,40";"39,20";0;0;0;"5,30";"-1,90";"39,20";0;"0,18";"0,06";"16,70";"135,05";"0,60"
27-02-2022 10:00:00;"1,30";"74,40";"168,30";3;"1.039,50";"21,60";0;0;0;"6,50";-3;"21,60";0;"0,27";"0,07";"21,85";"149,81";"0,67"
27-02-2022 11:00:00;"2,70";"70,80";"164,70";"3,10";"1.039,40";"13,90";0;0;0;7;"-2,30";"13,90";0;"0,31";"0,10";"25,05";"165,61";"0,67"
27-02-2022 12:00:00;"3,80";"68,50";"164,10";"3,20";"1.039,20";"10,30";0;0;0;"7,30";"-1,60";"10,30";0;"0,33";"0,09";"25,98";"182,03";"0,68"
27-02-2022 13:00:00;"4,60";"67,30";"166,20";3;1.039;"4,30";0;0;0;"7,30";"-1,10";"4,30";0;"0,32";"0,05";"24,50";"198,37";"0,70"
27-02-2022 14:00:00;5;"68,60";"156,30";"3,10";"1.038,80";"8,70";0;0;0;"7,40";"-0,50";"8,70";0;"0,27";"0,07";"20,80";"213,96";"0,71"
27-02-2022 15:00:00;"5,20";"69,90";"164,60";"2,90";"1.038,70";"4,90";0;0;0;"7,40";0;"4,90";0;"0,19";"0,06";"15,28";"228,45";"0,69"
